time	V(n001)
3.245102096888731e-003	3.066950e-004
3.252095924338255e-003	-1.306169e-004
3.258412489889119e-003	-4.931515e-004
3.264068756481530e-003	-7.422070e-004
3.267498302136817e-003	-8.430917e-004
3.269914888170907e-003	-8.875747e-004
3.271693904766530e-003	-9.053280e-004
3.273352195443043e-003	-9.100657e-004
3.274920540897798e-003	-9.039067e-004
3.276470466316741e-003	-8.876164e-004
3.278893073634439e-003	-8.419888e-004
3.282814843756928e-003	-7.177549e-004
3.289030109814174e-003	-4.072455e-004
3.298247287586256e-003	2.303103e-004
3.308012912586256e-003	9.574008e-004
3.313896194963304e-003	1.328587e-003
3.317380638917037e-003	1.503098e-003
3.319829704613912e-003	1.601180e-003
3.321630335785411e-003	1.659277e-003
3.324792698599026e-003	1.731220e-003
3.326422946227790e-003	1.753028e-003
3.328815819071545e-003	1.766213e-003
3.332690465323771e-003	1.741430e-003
3.338836672014233e-003	1.597069e-003
3.347975986144654e-003	1.215773e-003
3.357741611144654e-003	7.560409e-004
3.363777464619325e-003	5.365195e-004
3.367299914651963e-003	4.526477e-004
3.369771348519579e-003	4.175295e-004
3.371586819316633e-003	4.051973e-004
3.373221893072994e-003	4.042111e-004
3.374877345524847e-003	4.131513e-004
3.376454410841614e-003	4.310121e-004
3.378866972765317e-003	4.758164e-004
3.382772828162253e-003	5.914119e-004
3.388964797653368e-003	8.700354e-004
3.398155812518595e-003	1.421247e-003
3.407921437518595e-003	2.010674e-003
3.413562531610840e-003	2.267787e-003
3.417845319427063e-003	2.393972e-003
3.420232701223042e-003	2.433687e-003
3.421931556341996e-003	2.447635e-003
3.423638425877884e-003	2.449317e-003
3.425992884964070e-003	2.431066e-003
3.428116328409374e-003	2.394150e-003
3.431561887510946e-003	2.293925e-003
3.437069023254866e-003	2.038135e-003
3.445446044180742e-003	1.474777e-003
3.455211669180742e-003	7.035423e-004
3.462601057548507e-003	1.692439e-004
3.466510537076417e-003	-6.204409e-005
3.469204470987499e-003	-1.937131e-004
3.471165515344224e-003	-2.737845e-004
3.472697906634411e-003	-3.266383e-004
3.474599492728660e-003	-3.800599e-004
3.476351112310291e-003	-4.172009e-004
3.478699021902098e-003	-4.488615e-004
3.482502318139976e-003	-4.573445e-004
3.488543520867214e-003	-3.730622e-004
3.497562687047687e-003	-9.130342e-005
3.507328312047686e-003	2.606272e-004
3.513594043463688e-003	4.152488e-004
3.517175583778601e-003	4.557341e-004
3.519681605878425e-003	4.587986e-004
3.521519949611332e-003	4.467790e-004
3.523138791680895e-003	4.258378e-004
3.524729723004059e-003	3.956536e-004
3.526399534886796e-003	3.536875e-004
3.528777755742594e-003	2.758950e-004
3.532629163416707e-003	1.067154e-004
3.538741228435173e-003	-2.582141e-004
3.547841707609615e-003	-9.453389e-004
3.557607332609615e-003	-1.698805e-003
3.563718215109596e-003	-2.081274e-003
3.567259702670723e-003	-2.248640e-003
3.569742305069042e-003	-2.337606e-003
3.573194992981016e-003	-2.419228e-003
3.576436649256549e-003	-2.449505e-003
3.578838097246651e-003	-2.442819e-003
3.582726338568091e-003	-2.381088e-003
3.588107716306001e-003	-2.201302e-003
3.596103501915071e-003	-1.781359e-003
3.605869126915070e-003	-1.167872e-003
3.612919733531475e-003	-7.744238e-004
3.616722477472098e-003	-6.100159e-004
3.619355986975798e-003	-5.220088e-004
3.621277863750541e-003	-4.725383e-004
3.622837736015016e-003	-4.419814e-004
3.624480679745425e-003	-4.193227e-004
3.626306920385757e-003	-4.057335e-004
3.628627160133549e-003	-4.060413e-004
3.632386494980155e-003	-4.470591e-004
3.638362740877229e-003	-6.047232e-004
3.647306540169235e-003	-9.874095e-004
3.657072165169235e-003	-1.444074e-003
3.663478762841941e-003	-1.665120e-003
3.667097676553930e-003	-1.738499e-003
3.669625457479478e-003	-1.762949e-003
3.671478144237578e-003	-1.765789e-003
3.674637401855721e-003	-1.740030e-003
3.676365209280464e-003	-1.709395e-003
3.678721944028538e-003	-1.648873e-003
3.682539253027499e-003	-1.506641e-003
3.688601119449251e-003	-1.181262e-003
3.697644095061143e-003	-5.425732e-004
3.707409720061143e-003	1.792112e-004
3.713630421439558e-003	5.555723e-004
3.717200205914803e-003	7.183456e-004
3.719699364992219e-003	8.043964e-004
3.721533177387857e-003	8.517811e-004
3.723155232236000e-003	8.821656e-004
3.724758929706698e-003	9.013694e-004
3.726410392847373e-003	9.097999e-004
3.728795409396102e-003	9.017411e-004
3.732657596730841e-003	8.394417e-004
3.738785506025290e-003	6.279721e-004
3.745102096888731e-003	2.991244e-004
3.752095924338255e-003	-1.320041e-004
3.758412489889120e-003	-5.154505e-004
3.764068756481530e-003	-8.043126e-004
3.767498302136818e-003	-9.388245e-004
3.769914888170907e-003	-1.011206e-003
3.771693904766530e-003	-1.051676e-003
3.773352195443044e-003	-1.079225e-003
3.774920540897800e-003	-1.096068e-003
3.776470466316741e-003	-1.103853e-003
3.778893073634439e-003	-1.098475e-003
3.782814843756930e-003	-1.045949e-003
3.789030109814175e-003	-8.646848e-004
3.798247287586259e-003	-4.501177e-004
3.808012912586259e-003	7.528137e-006
3.813896194963305e-003	2.040919e-004
3.817380638917037e-003	2.720551e-004
3.819829704613912e-003	2.942113e-004
3.821630335785411e-003	2.960639e-004
3.823275848045597e-003	2.867111e-004
3.824792698599027e-003	2.686108e-004
3.826422946227790e-003	2.389836e-004
3.828815819071546e-003	1.765796e-004
3.832690465323772e-003	2.958933e-005
3.838836672014235e-003	-3.064740e-004
3.847975986144657e-003	-9.621128e-004
3.857741611144657e-003	-1.690969e-003
3.863777464619327e-003	-2.059571e-003
3.867299914651963e-003	-2.223105e-003
3.869771348519580e-003	-2.310568e-003
3.873221893072994e-003	-2.391742e-003
3.876454410841615e-003	-2.422667e-003
3.878866972765318e-003	-2.417072e-003
3.882772828162254e-003	-2.357599e-003
3.888964797653370e-003	-2.148289e-003
3.898155812518598e-003	-1.652477e-003
3.907921437518598e-003	-1.055830e-003
3.913562531610845e-003	-7.623798e-004
3.917845319427066e-003	-5.926798e-004
3.920232701223042e-003	-5.227408e-004
3.921931556341996e-003	-4.846906e-004
3.923638425877883e-003	-4.566311e-004
3.925992884964070e-003	-4.349563e-004
3.928116328409373e-003	-4.323677e-004
3.931561887510946e-003	-4.615187e-004
3.937069023254865e-003	-5.861486e-004
3.945446044180742e-003	-9.102864e-004
3.955211669180741e-003	-1.346818e-003
3.962601057548506e-003	-1.592409e-003
3.966510537076416e-003	-1.660114e-003
3.969204470987499e-003	-1.675145e-003
3.971165515344224e-003	-1.668449e-003
3.972697906634411e-003	-1.652476e-003
3.974599492728660e-003	-1.619307e-003
3.976351112310291e-003	-1.575597e-003
3.978699021902098e-003	-1.497364e-003
3.982502318139976e-003	-1.324536e-003
3.988543520867214e-003	-9.454543e-004
3.997562687047686e-003	-2.137826e-004
4.007328312047686e-003	6.280780e-004
4.013594043463688e-003	1.092762e-003
4.017175583778601e-003	1.307402e-003
4.019681605878425e-003	1.430571e-003
4.021519949611332e-003	1.505600e-003
4.023138791680894e-003	1.560502e-003
4.024729723004058e-003	1.604058e-003
4.026399534886795e-003	1.638585e-003
4.028777755742593e-003	1.668028e-003
4.032629163416706e-003	1.667870e-003
4.038741228435170e-003	1.557948e-003
4.047841707609612e-003	1.215727e-003
4.057607332609611e-003	7.788271e-004
4.063718215109594e-003	5.630590e-004
4.067259702670722e-003	4.805384e-004
4.069742305069041e-003	4.457488e-004
4.071565171328714e-003	4.333527e-004
4.073194992981014e-003	4.320760e-004
4.074829561864562e-003	4.402741e-004
4.076436649256548e-003	4.576481e-004
4.078838097246650e-003	5.006929e-004
4.082726338568088e-003	6.121677e-004
4.088107716306000e-003	8.421058e-004
4.096103501915069e-003	1.296587e-003
4.105869126915069e-003	1.888805e-003
4.112919733531474e-003	2.225438e-003
4.116722477472096e-003	2.345563e-003
4.119355986975797e-003	2.397563e-003
4.122837736015015e-003	2.423552e-003
4.126306920385758e-003	2.398994e-003
4.128627160133549e-003	2.354327e-003
4.132386494980155e-003	2.235502e-003
4.138362740877230e-003	1.940236e-003
4.147306540169236e-003	1.324266e-003
4.157072165169235e-003	5.843187e-004
4.163478762841942e-003	1.666637e-004
4.167097676553930e-003	-1.999475e-005
4.169625457479478e-003	-1.240941e-004
4.171478144237578e-003	-1.854431e-004
4.173086826281681e-003	-2.280207e-004
4.174637401855722e-003	-2.594508e-004
4.176365209280465e-003	-2.832519e-004
4.178721944028539e-003	-2.966872e-004
4.182539253027501e-003	-2.731268e-004
4.188601119449254e-003	-1.318030e-004
4.197644095061147e-003	2.476014e-004
4.207409720061147e-003	7.186469e-004
4.213630421439560e-003	9.554378e-004
4.217200205914805e-003	1.046249e-003
4.219699364992220e-003	1.085704e-003
4.221533177387857e-003	1.100958e-003
4.223155232236001e-003	1.104414e-003
4.224758929706699e-003	1.098401e-003
4.226410392847373e-003	1.082352e-003
4.228795409396102e-003	1.041659e-003
4.232657596730840e-003	9.334931e-004
4.238785506025289e-003	6.675280e-004
4.245102096888730e-003	3.066950e-004
4.252095924338254e-003	-1.306169e-004
4.258412489889117e-003	-4.931515e-004
4.264068756481530e-003	-7.422070e-004
4.267498302136817e-003	-8.430917e-004
4.269914888170907e-003	-8.875747e-004
4.271693904766530e-003	-9.053280e-004
4.273352195443043e-003	-9.100657e-004
4.274920540897799e-003	-9.039067e-004
4.276470466316741e-003	-8.876164e-004
4.278893073634440e-003	-8.419888e-004
4.282814843756929e-003	-7.177549e-004
4.289030109814175e-003	-4.072455e-004
4.298247287586259e-003	2.303103e-004
4.308012912586259e-003	9.574008e-004
4.313896194963305e-003	1.328587e-003
4.317380638917037e-003	1.503098e-003
4.319829704613911e-003	1.601180e-003
4.321630335785411e-003	1.659277e-003
4.324792698599027e-003	1.731220e-003
4.326422946227790e-003	1.753028e-003
4.328815819071545e-003	1.766213e-003
4.332690465323770e-003	1.741430e-003
4.338836672014231e-003	1.597069e-003
4.347975986144652e-003	1.215773e-003
4.357741611144651e-003	7.560409e-004
4.363777464619324e-003	5.365195e-004
4.367299914651962e-003	4.526477e-004
4.369771348519578e-003	4.175295e-004
4.371586819316632e-003	4.051973e-004
4.373221893072992e-003	4.042111e-004
4.374877345524844e-003	4.131513e-004
4.376454410841613e-003	4.310121e-004
4.378866972765316e-003	4.758164e-004
4.382772828162251e-003	5.914119e-004
4.388964797653365e-003	8.700354e-004
4.398155812518591e-003	1.421247e-003
4.407921437518590e-003	2.010674e-003
4.413562531610833e-003	2.267787e-003
4.417845319427057e-003	2.393972e-003
4.420232701223042e-003	2.433687e-003
4.421931556341996e-003	2.447635e-003
4.423638425877884e-003	2.449317e-003
4.425992884964070e-003	2.431066e-003
4.428116328409374e-003	2.394150e-003
4.431561887510946e-003	2.293925e-003
4.437069023254865e-003	2.038135e-003
4.445446044180742e-003	1.474777e-003
4.455211669180742e-003	7.035423e-004
4.462601057548507e-003	1.692439e-004
4.466510537076416e-003	-6.204409e-005
4.469204470987499e-003	-1.937131e-004
4.471165515344223e-003	-2.737845e-004
4.472697906634409e-003	-3.266383e-004
4.474599492728658e-003	-3.800599e-004
4.476351112310290e-003	-4.172009e-004
4.478699021902096e-003	-4.488615e-004
4.482502318139972e-003	-4.573445e-004
4.488543520867207e-003	-3.730622e-004
4.497562687047677e-003	-9.130342e-005
4.507328312047676e-003	2.606272e-004
4.513594043463684e-003	4.152488e-004
4.517175583778598e-003	4.557341e-004
4.519681605878422e-003	4.587986e-004
4.521519949611330e-003	4.467790e-004
4.523138791680894e-003	4.258378e-004
4.524729723004058e-003	3.956536e-004
4.526399534886796e-003	3.536875e-004
4.528777755742595e-003	2.758950e-004
4.532629163416708e-003	1.067154e-004
4.538741228435174e-003	-2.582141e-004
4.547841707609616e-003	-9.453389e-004
4.557607332609616e-003	-1.698805e-003
4.563718215109597e-003	-2.081274e-003
4.567259702670723e-003	-2.248640e-003
4.569742305069041e-003	-2.337606e-003
4.573194992981016e-003	-2.419228e-003
4.576436649256549e-003	-2.449505e-003
4.578838097246651e-003	-2.442819e-003
4.582726338568090e-003	-2.381088e-003
4.588107716306001e-003	-2.201302e-003
4.596103501915070e-003	-1.781359e-003
4.605869126915070e-003	-1.167872e-003
4.612919733531475e-003	-7.744238e-004
4.616722477472098e-003	-6.100159e-004
4.619355986975798e-003	-5.220088e-004
4.621277863750541e-003	-4.725383e-004
4.622837736015016e-003	-4.419814e-004
4.624480679745424e-003	-4.193227e-004
4.626306920385757e-003	-4.057335e-004
4.628627160133549e-003	-4.060413e-004
4.632386494980155e-003	-4.470591e-004
4.638362740877229e-003	-6.047232e-004
4.647306540169235e-003	-9.874095e-004
4.657072165169235e-003	-1.444074e-003
4.663478762841941e-003	-1.665120e-003
4.667097676553930e-003	-1.738499e-003
4.669625457479477e-003	-1.762949e-003
4.671478144237577e-003	-1.765789e-003
4.674637401855721e-003	-1.740030e-003
4.676365209280465e-003	-1.709395e-003
4.678721944028539e-003	-1.648873e-003
4.682539253027499e-003	-1.506641e-003
4.688601119449252e-003	-1.181262e-003
4.697644095061145e-003	-5.425732e-004
4.707409720061145e-003	1.792112e-004
4.713630421439559e-003	5.555723e-004
4.717200205914804e-003	7.183456e-004
4.719699364992219e-003	8.043964e-004
4.721533177387857e-003	8.517811e-004
4.723155232236000e-003	8.821656e-004
4.724758929706698e-003	9.013694e-004
4.726410392847373e-003	9.097999e-004
4.728795409396101e-003	9.017411e-004
4.732657596730840e-003	8.394417e-004
4.738785506025287e-003	6.279721e-004
4.745102096888731e-003	2.991244e-004
4.752095924338255e-003	-1.320041e-004
4.758412489889119e-003	-5.154505e-004
4.764068756481530e-003	-8.043126e-004
4.767498302136818e-003	-9.388245e-004
4.769914888170908e-003	-1.011206e-003
4.771693904766530e-003	-1.051676e-003
4.773352195443042e-003	-1.079225e-003
4.774920540897796e-003	-1.096068e-003
4.776470466316740e-003	-1.103853e-003
4.778893073634437e-003	-1.098475e-003
4.782814843756926e-003	-1.045949e-003
4.789030109814170e-003	-8.646848e-004
4.798247287586251e-003	-4.501177e-004
4.808012912586251e-003	7.528137e-006
4.813896194963301e-003	2.040919e-004
4.817380638917035e-003	2.720551e-004
4.819829704613910e-003	2.942113e-004
4.821630335785409e-003	2.960639e-004
4.823275848045596e-003	2.867111e-004
4.824792698599026e-003	2.686108e-004
4.826422946227790e-003	2.389836e-004
4.828815819071546e-003	1.765796e-004
4.832690465323772e-003	2.958933e-005
4.838836672014235e-003	-3.064740e-004
4.847975986144657e-003	-9.621128e-004
4.857741611144657e-003	-1.690969e-003
4.863777464619327e-003	-2.059571e-003
4.867299914651963e-003	-2.223105e-003
4.869771348519580e-003	-2.310568e-003
4.873221893072994e-003	-2.391742e-003
4.876454410841614e-003	-2.422667e-003
4.878866972765317e-003	-2.417072e-003
4.882772828162253e-003	-2.357599e-003
4.888964797653368e-003	-2.148289e-003
4.898155812518595e-003	-1.652477e-003
4.907921437518594e-003	-1.055830e-003
4.913562531610840e-003	-7.623798e-004
4.917845319427064e-003	-5.926798e-004
4.920232701223042e-003	-5.227408e-004
4.921931556341996e-003	-4.846906e-004
4.923638425877884e-003	-4.566311e-004
4.925992884964071e-003	-4.349563e-004
4.928116328409374e-003	-4.323677e-004
4.931561887510947e-003	-4.615187e-004
4.937069023254866e-003	-5.861486e-004
4.945446044180744e-003	-9.102864e-004
4.955211669180744e-003	-1.346818e-003
4.962601057548508e-003	-1.592409e-003
4.966510537076418e-003	-1.660114e-003
4.969204470987500e-003	-1.675145e-003
4.971165515344224e-003	-1.668449e-003
4.972697906634412e-003	-1.652476e-003
4.974599492728661e-003	-1.619307e-003
4.976351112310291e-003	-1.575597e-003
4.978699021902098e-003	-1.497364e-003
4.982502318139976e-003	-1.324536e-003
4.988543520867214e-003	-9.454543e-004
4.997562687047687e-003	-2.137826e-004
5.007328312047686e-003	6.280780e-004
5.013594043463688e-003	1.092762e-003
5.017175583778601e-003	1.307402e-003
5.019681605878425e-003	1.430571e-003
5.021519949611332e-003	1.505600e-003
5.023138791680895e-003	1.560502e-003
5.024729723004059e-003	1.604058e-003
5.026399534886795e-003	1.638585e-003
5.028777755742593e-003	1.668028e-003
5.032629163416705e-003	1.667870e-003
5.038741228435169e-003	1.557948e-003
5.047841707609610e-003	1.215727e-003
5.057607332609610e-003	7.788271e-004
5.063718215109594e-003	5.630590e-004
5.067259702670721e-003	4.805384e-004
5.069742305069041e-003	4.457488e-004
5.071565171328714e-003	4.333527e-004
5.073194992981015e-003	4.320760e-004
5.074829561864562e-003	4.402741e-004
5.076436649256548e-003	4.576481e-004
5.078838097246650e-003	5.006929e-004
5.082726338568088e-003	6.121677e-004
5.088107716306000e-003	8.421058e-004
5.096103501915067e-003	1.296587e-003
5.105869126915067e-003	1.888805e-003
5.112919733531474e-003	2.225438e-003
5.116722477472096e-003	2.345563e-003
5.119355986975798e-003	2.397563e-003
5.122837736015015e-003	2.423552e-003
5.126306920385758e-003	2.398994e-003
5.128627160133549e-003	2.354327e-003
5.132386494980155e-003	2.235502e-003
5.138362740877230e-003	1.940236e-003
5.147306540169236e-003	1.324266e-003
5.157072165169236e-003	5.843187e-004
5.163478762841942e-003	1.666637e-004
5.167097676553930e-003	-1.999475e-005
5.169625457479477e-003	-1.240941e-004
5.171478144237578e-003	-1.854431e-004
5.173086826281681e-003	-2.280207e-004
5.174637401855722e-003	-2.594508e-004
5.176365209280465e-003	-2.832519e-004
5.178721944028539e-003	-2.966872e-004
5.182539253027501e-003	-2.731268e-004
5.188601119449254e-003	-1.318030e-004
5.197644095061146e-003	2.476014e-004
5.207409720061146e-003	7.186469e-004
5.213630421439559e-003	9.554378e-004
5.217200205914804e-003	1.046249e-003
5.219699364992219e-003	1.085704e-003
5.221533177387857e-003	1.100958e-003
5.223155232236001e-003	1.104414e-003
5.224758929706699e-003	1.098401e-003
5.226410392847374e-003	1.082352e-003
5.228795409396103e-003	1.041659e-003
5.232657596730842e-003	9.334931e-004
5.238785506025291e-003	6.675280e-004
5.245102096888731e-003	3.066950e-004
5.252095924338255e-003	-1.306169e-004
5.258412489889120e-003	-4.931515e-004
5.264068756481530e-003	-7.422070e-004
5.267498302136817e-003	-8.430917e-004
5.269914888170906e-003	-8.875747e-004
5.271693904766529e-003	-9.053280e-004
5.273352195443043e-003	-9.100657e-004
5.274920540897798e-003	-9.039067e-004
5.276470466316741e-003	-8.876164e-004
5.278893073634438e-003	-8.419888e-004
5.282814843756927e-003	-7.177549e-004
5.289030109814173e-003	-4.072455e-004
5.298247287586255e-003	2.303103e-004
5.308012912586255e-003	9.574008e-004
5.313896194963304e-003	1.328587e-003
5.317380638917037e-003	1.503098e-003
5.319829704613911e-003	1.601180e-003
5.321630335785411e-003	1.659277e-003
5.324792698599027e-003	1.731220e-003
5.326422946227790e-003	1.753028e-003
5.328815819071546e-003	1.766213e-003
5.332690465323771e-003	1.741430e-003
5.338836672014233e-003	1.597069e-003
5.347975986144653e-003	1.215773e-003
5.357741611144653e-003	7.560409e-004
5.363777464619325e-003	5.365195e-004
5.367299914651962e-003	4.526477e-004
5.369771348519579e-003	4.175295e-004
5.371586819316633e-003	4.051973e-004
5.373221893072993e-003	4.042111e-004
5.374877345524846e-003	4.131513e-004
5.376454410841614e-003	4.310121e-004
5.378866972765318e-003	4.758164e-004
5.382772828162253e-003	5.914119e-004
5.388964797653368e-003	8.700354e-004
5.398155812518595e-003	1.421247e-003
5.407921437518595e-003	2.010674e-003
5.413562531610840e-003	2.267787e-003
5.417845319427062e-003	2.393972e-003
5.420232701223042e-003	2.433687e-003
5.421931556341996e-003	2.447635e-003
5.423638425877883e-003	2.449317e-003
5.425992884964070e-003	2.431066e-003
5.428116328409373e-003	2.394150e-003
5.431561887510946e-003	2.293925e-003
5.437069023254864e-003	2.038135e-003
5.445446044180740e-003	1.474777e-003
5.455211669180740e-003	7.035423e-004
5.462601057548506e-003	1.692439e-004
5.466510537076416e-003	-6.204409e-005
5.469204470987499e-003	-1.937131e-004
5.471165515344224e-003	-2.737845e-004
5.472697906634411e-003	-3.266383e-004
5.474599492728659e-003	-3.800599e-004
5.476351112310291e-003	-4.172009e-004
5.478699021902098e-003	-4.488615e-004
5.482502318139976e-003	-4.573445e-004
5.488543520867214e-003	-3.730622e-004
5.497562687047687e-003	-9.130342e-005
5.507328312047687e-003	2.606272e-004
5.513594043463689e-003	4.152488e-004
5.517175583778601e-003	4.557341e-004
5.519681605878425e-003	4.587986e-004
5.521519949611332e-003	4.467790e-004
5.523138791680896e-003	4.258378e-004
5.524729723004059e-003	3.956536e-004
5.526399534886796e-003	3.536875e-004
5.528777755742595e-003	2.758950e-004
5.532629163416708e-003	1.067154e-004
5.538741228435174e-003	-2.582141e-004
5.547841707609617e-003	-9.453389e-004
5.557607332609617e-003	-1.698805e-003
5.563718215109597e-003	-2.081274e-003
5.567259702670723e-003	-2.248640e-003
5.569742305069043e-003	-2.337606e-003
5.573194992981018e-003	-2.419228e-003
5.576436649256550e-003	-2.449505e-003
5.578838097246653e-003	-2.442819e-003
5.582726338568093e-003	-2.381088e-003
5.588107716306002e-003	-2.201302e-003
5.596103501915071e-003	-1.781359e-003
5.605869126915071e-003	-1.167872e-003
5.612919733531475e-003	-7.744238e-004
5.616722477472098e-003	-6.100159e-004
5.619355986975798e-003	-5.220088e-004
5.621277863750540e-003	-4.725383e-004
5.622837736015015e-003	-4.419814e-004
5.624480679745424e-003	-4.193227e-004
5.626306920385757e-003	-4.057335e-004
5.628627160133549e-003	-4.060413e-004
5.632386494980155e-003	-4.470591e-004
5.638362740877229e-003	-6.047232e-004
5.647306540169235e-003	-9.874095e-004
5.657072165169235e-003	-1.444074e-003
5.663478762841942e-003	-1.665120e-003
5.667097676553930e-003	-1.738499e-003
5.669625457479477e-003	-1.762949e-003
5.671478144237578e-003	-1.765789e-003
5.674637401855721e-003	-1.740030e-003
5.676365209280465e-003	-1.709395e-003
5.678721944028539e-003	-1.648873e-003
5.682539253027500e-003	-1.506641e-003
5.688601119449251e-003	-1.181262e-003
5.697644095061143e-003	-5.425732e-004
5.707409720061143e-003	1.792112e-004
5.713630421439558e-003	5.555723e-004
5.717200205914803e-003	7.183456e-004
5.719699364992219e-003	8.043964e-004
5.721533177387856e-003	8.517811e-004
5.723155232235999e-003	8.821656e-004
5.724758929706696e-003	9.013694e-004
5.726410392847372e-003	9.097999e-004
5.728795409396100e-003	9.017411e-004
5.732657596730839e-003	8.394417e-004
5.738785506025287e-003	6.279721e-004
5.745102096888731e-003	2.991244e-004
5.752095924338255e-003	-1.320041e-004
5.758412489889120e-003	-5.154505e-004
5.764068756481530e-003	-8.043126e-004
5.767498302136818e-003	-9.388245e-004
5.769914888170908e-003	-1.011206e-003
5.771693904766530e-003	-1.051676e-003
5.773352195443042e-003	-1.079225e-003
5.774920540897796e-003	-1.096068e-003
5.776470466316740e-003	-1.103853e-003
5.778893073634437e-003	-1.098475e-003
5.782814843756926e-003	-1.045949e-003
5.789030109814171e-003	-8.646848e-004
5.798247287586252e-003	-4.501177e-004
5.808012912586252e-003	7.528137e-006
5.813896194963302e-003	2.040919e-004
5.817380638917035e-003	2.720551e-004
5.819829704613910e-003	2.942113e-004
5.821630335785409e-003	2.960639e-004
5.823275848045595e-003	2.867111e-004
5.824792698599027e-003	2.686108e-004
5.826422946227790e-003	2.389836e-004
5.828815819071545e-003	1.765796e-004
5.832690465323771e-003	2.958933e-005
5.838836672014233e-003	-3.064740e-004
5.847975986144653e-003	-9.621128e-004
5.857741611144653e-003	-1.690969e-003
5.863777464619325e-003	-2.059571e-003
5.867299914651962e-003	-2.223105e-003
5.869771348519579e-003	-2.310568e-003
5.873221893072995e-003	-2.391742e-003
5.876454410841615e-003	-2.422667e-003
5.878866972765318e-003	-2.417072e-003
5.882772828162254e-003	-2.357599e-003
5.888964797653370e-003	-2.148289e-003
5.898155812518597e-003	-1.652477e-003
5.907921437518597e-003	-1.055830e-003
5.913562531610843e-003	-7.623798e-004
5.917845319427065e-003	-5.926798e-004
5.920232701223042e-003	-5.227408e-004
5.921931556341997e-003	-4.846906e-004
5.923638425877885e-003	-4.566311e-004
5.925992884964071e-003	-4.349563e-004
5.928116328409374e-003	-4.323677e-004
5.931561887510947e-003	-4.615187e-004
5.937069023254867e-003	-5.861486e-004
5.945446044180744e-003	-9.102864e-004
5.955211669180744e-003	-1.346818e-003
5.962601057548508e-003	-1.592409e-003
5.966510537076417e-003	-1.660114e-003
5.969204470987499e-003	-1.675145e-003
5.971165515344224e-003	-1.668449e-003
5.972697906634411e-003	-1.652476e-003
5.974599492728660e-003	-1.619307e-003
5.976351112310291e-003	-1.575597e-003
5.978699021902098e-003	-1.497364e-003
5.982502318139976e-003	-1.324536e-003
5.988543520867214e-003	-9.454543e-004
5.997562687047686e-003	-2.137826e-004
6.007328312047686e-003	6.280780e-004
6.013594043463688e-003	1.092762e-003
6.017175583778602e-003	1.307402e-003
6.019681605878425e-003	1.430571e-003
6.021519949611331e-003	1.505600e-003
6.023138791680894e-003	1.560502e-003
6.024729723004058e-003	1.604058e-003
6.026399534886795e-003	1.638585e-003
6.028777755742593e-003	1.668028e-003
6.032629163416705e-003	1.667870e-003
6.038741228435170e-003	1.557948e-003
6.047841707609610e-003	1.215727e-003
6.057607332609610e-003	7.788271e-004
6.063718215109594e-003	5.630590e-004
6.067259702670721e-003	4.805384e-004
6.069742305069040e-003	4.457488e-004
6.071565171328714e-003	4.333527e-004
6.073194992981015e-003	4.320760e-004
6.074829561864563e-003	4.402741e-004
6.076436649256549e-003	4.576481e-004
6.078838097246650e-003	5.006929e-004
6.082726338568090e-003	6.121677e-004
6.088107716306001e-003	8.421058e-004
6.096103501915071e-003	1.296587e-003
6.105869126915070e-003	1.888805e-003
6.112919733531476e-003	2.225438e-003
6.116722477472098e-003	2.345563e-003
6.119355986975799e-003	2.397563e-003
6.122837736015017e-003	2.423552e-003
6.126306920385758e-003	2.398994e-003
6.128627160133549e-003	2.354327e-003
6.132386494980155e-003	2.235502e-003
6.138362740877230e-003	1.940236e-003
6.147306540169236e-003	1.324266e-003
6.157072165169236e-003	5.843187e-004
6.163478762841942e-003	1.666637e-004
6.167097676553930e-003	-1.999475e-005
6.169625457479477e-003	-1.240941e-004
6.171478144237577e-003	-1.854431e-004
6.173086826281680e-003	-2.280207e-004
6.174637401855720e-003	-2.594508e-004
6.176365209280464e-003	-2.832519e-004
6.178721944028538e-003	-2.966872e-004
6.182539253027499e-003	-2.731268e-004
6.188601119449251e-003	-1.318030e-004
6.197644095061143e-003	2.476014e-004
6.207409720061142e-003	7.186469e-004
6.213630421439558e-003	9.554378e-004
6.217200205914803e-003	1.046249e-003
6.219699364992218e-003	1.085704e-003
6.221533177387856e-003	1.100958e-003
6.223155232235999e-003	1.104414e-003
6.224758929706697e-003	1.098401e-003
6.226410392847373e-003	1.082352e-003
6.228795409396101e-003	1.041659e-003
6.232657596730838e-003	9.334931e-004
6.238785506025286e-003	6.675280e-004
6.245102096888730e-003	3.066950e-004
6.252095924338254e-003	-1.306169e-004
6.258412489889118e-003	-4.931515e-004
6.264068756481530e-003	-7.422070e-004
6.267498302136817e-003	-8.430917e-004
6.269914888170906e-003	-8.875747e-004
6.271693904766529e-003	-9.053280e-004
6.273352195443042e-003	-9.100657e-004
6.274920540897797e-003	-9.039067e-004
6.276470466316741e-003	-8.876164e-004
6.278893073634437e-003	-8.419888e-004
6.282814843756925e-003	-7.177549e-004
6.289030109814168e-003	-4.072455e-004
6.298247287586249e-003	2.303103e-004
6.308012912586249e-003	9.574008e-004
6.313896194963301e-003	1.328587e-003
6.317380638917034e-003	1.503098e-003
6.319829704613909e-003	1.601180e-003
6.321630335785409e-003	1.659277e-003
6.324792698599026e-003	1.731220e-003
6.326422946227790e-003	1.753028e-003
